,DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
1506,82011602-01,2014,-2.919422215,0.763525598,0.7040000000000001,0.424122624,0,1,0,3,0,0,0,0,0,0,0,3,2,0,0,Armstrong Lake,Mississippi River - Twin Cities,-92.93917709,44.96252306,4,5,3.5,2.4,F,Armstrong Lake-1,166,0.895662651,3.2139296039999996,0,0,369900,162300.0,1955.0,2532.0,0,0,110,110,0,372985.0,134335.75,,,0,0
1143,82002800-01,2006,-3.366855516,0.360612959,3.113285714,0.33912668,1,5,1,0,0,0,0,0,1,0,2,5,0,0,0,Staples Lake,Lower St. Croix River,-92.8547918,45.18394056,7,7,2.0,1.714285714,B,Staples Lake-1,35,9.895263157999999,7.948661221,0,0,402100,163400.0,1230.0,1508.0,0,0,21,0,0,180000.0,88500.0,2216.0,498.0,0,0
1470,82011000-01,2004,-1.878413977,0.596170677,0.471428571,0.335232684,1,0,1,5,0,1,0,0,0,0,0,4,3,0,0,Downs Lake,Lower St. Croix River,-92.86598768,44.98198473,7,7,3.428571429,2.4285714290000002,F,Downs Lake-1,169,2.595977012,4.572967959,0,0,355600,135050.0,0.0,0.0,2,0,169,0,0,183500.0,99650.0,2714.0,990.0,0,0
1536,82012200-01,2013,-4.079886596000001,0.402693665,2.75,0.47667832200000004,0,6,4,1,0,0,0,0,0,1,4,6,1,0,0,Pine Tree Lake,Mississippi River - Twin Cities,-92.95386928,45.10231359,11,11,2.5454545459999998,1.727272727,A,Pine Tree Lake-1,174,6.111034482999999,12.36329436,4,4,384900,677900.0,2220.0,3111.0,8,0,122,116,0,414195.5,545000.0,,,0,2
501,19004100-01,2012,-3.5268751039999997,0.648171713,2.4285714290000002,0.749920631,1,6,0,0,0,0,0,0,1,0,5,2,0,0,0,Marcott Lake,Mississippi River - Lake Pepin,-93.08291903,44.82774287,7,7,1.857142857,1.285714286,B,Marcott Lake-1,114,2.011754386,2.79361923,0,0,292300,79800.0,2424.0,1042.0,0,0,96,92,0,265000.0,234250.0,3977.5,1693.0,2,0
1658,82016200-01,2013,-1.915771961,0.512031717,1.213333333,0.62199581,0,1,3,8,0,0,1,0,0,0,0,2,7,3,0,Shields Lake,Lower St. Croix River,-92.94485894,45.25287409,12,12,3.583333333,3.083333333,D,Shields Lake-1,82,4.879268293,8.367840965,0,0,198100,227675.0,1038.0,1573.0,0,0,46,44,0,190000.0,186000.0,,,0,0
1729,82046200-01,2006,-2.486222455,0.372344939,0.95,0.23687784,6,0,0,0,3,0,1,0,0,0,5,4,1,0,0,Legion Pond,Lower St. Croix River,-92.87497498,44.98916957,9,10,2.333333333,1.6,D,Legion Pond-1,129,1.97203125,5.137325034,0,0,265100,161300.0,1304.0,888.0,2,0,105,0,0,146000.0,125344.5,2077.0,1313.0,4,0
715,27008902-01,2010,-4.149764171,0.40555266700000003,3.3954545460000003,0.5934873820000001,9,1,0,0,0,0,0,0,0,1,10,1,0,0,0,Shady Oak Lake,Lower Minnesota River,-93.43243158,44.90832512,10,11,1.1,1.0909090909999999,A,Shady Oak Lake-1,605,0.581168614,1.395451271,0,0,196100,189200.0,0.0,1530.0,0,0,529,0,0,142500.0,123000.0,2679.5,2731.5,22,0
1474,82011000-01,2008,-2.663358421,1.192464136,0.5,0.0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,Downs Lake,Lower St. Croix River,-92.86598768,44.98198473,2,2,4.0,2.0,F,Downs Lake-1,169,2.657030303,4.6632412080000005,0,0,387700,140050.0,0.0,0.0,0,169,0,0,0,250000.0,137100.0,387700.0,132850.0,0,0
217,10005900-01,2014,-3.3293476330000003,0.455575279,2.154545455,1.018198052,4,4,2,1,0,0,0,1,0,0,2,7,2,0,0,Waconia Lake,Lower Minnesota River,-93.77585994,44.87281942,11,11,2.0,2.0,C,Waconia Lake-1,127,2.9728,6.8783154589999995,0,0,370800,377400.0,1585.0,2580.0,2,0,63,0,0,364485.0,471500.0,4894.0,3420.5,2,3
1080,82001502-01,2012,-2.7640801410000004,0.276407519,0.86,0.46151923,0,1,2,2,0,0,0,0,0,0,0,2,1,2,0,Loon Lake,Lower St. Croix River,-92.83720049,45.1141432,5,5,3.2,3.0,F,Loon Lake-1,42,11.15761905,12.14408494,0,0,405200,105175.0,1896.0,918.0,0,0,36,36,0,360000.0,444750.0,,,0,0
1273,82006200-01,2004,-3.780786017,0.355543635,3.0697142860000004,0.39131856600000003,1,7,6,0,0,0,0,0,0,1,3,10,1,0,0,MacDonald Lake,Lower St. Croix River,-92.86019338,45.24634954,14,14,2.357142857,1.857142857,A,MacDonald Lake-1,43,6.308636364,8.437040948,0,0,298400,499600.0,0.0,0.0,2,0,43,0,0,136000.0,106800.0,2536.0,3294.0,0,0
1319,82007700-01,2009,-2.387257085,0.30404933300000003,1.0885714290000001,0.530914699,0,0,0,14,0,0,1,0,0,0,0,0,13,1,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,4.0,3.071428571,D,Goggins Lake-1,28,13.37821429,12.49037498,0,0,412450,142250.0,1822.0,1334.0,4,28,0,0,0,296750.0,389625.0,391600.0,193975.0,0,0
1496,82011602-01,2004,-2.8729243330000003,0.31812697,0.990357143,0.115908191,0,0,0,0,4,0,0,1,0,0,0,8,4,2,0,Armstrong Lake,Mississippi River - Twin Cities,-92.93917709,44.96252306,4,14,5.0,2.5714285709999998,C,Armstrong Lake-1,131,1.44952381,4.558778638,0,0,386500,56000.0,0.0,0.0,0,0,131,0,0,162550.0,197100.0,4186.0,750.5,0,0
811,27019900-01,2013,-3.0978882999999997,0.32173536,1.266666667,0.43762444100000003,0,7,5,0,0,0,0,1,0,0,0,8,4,0,0,Hafften Lake,North Fork Crow River,-93.67777499,45.09449117,12,12,2.416666667,2.333333333,C,Hafften Lake-1,56,4.667142857,3.358988871,0,0,401000,300000.0,2158.0,1766.5,0,0,44,0,0,141000.0,170787.75,6194.0,4668.0,2,0
367,19002000-01,2010,-2.0924269680000003,0.7545509509999999,0.396,0.203699125,0,0,0,10,0,0,0,0,0,0,0,0,1,8,1,Chub Lake,Cannon River,-93.21735344,44.56872497,10,10,4.0,4.0,F,Chub Lake-1,72,18.15842105,22.24718135,8,8,254700,365175.0,1218.0,3078.0,6,0,47,37,0,177450.0,119100.0,3382.5,2555.0,0,0
738,27010400-01,2012,-3.2204418639999997,0.46685762700000005,1.775,0.9155548809999999,17,6,4,0,0,0,0,2,0,0,3,9,9,6,0,Medicine Lake,Mississippi River - Twin Cities,-93.4232217,44.999438700000006,27,27,1.5185185190000001,2.666666667,C,Medicine Lake-1,988,0.507284836,1.047553293,0,0,216950,396950.0,0.0,1212.0,0,0,618,0,0,175000.0,193000.0,4065.0,5554.0,28,0
1704,82033400-01,2008,-2.863167218,0.484525606,1.534928571,0.28327520300000003,1,9,4,0,0,0,0,1,0,0,5,6,3,0,0,Kismet Lake,Lower St. Croix River,-92.89173259999998,45.09536417,14,14,2.214285714,1.857142857,C,Kismet Lake-1,27,11.63444444,16.4511962,0,0,434600,105800.0,0.0,0.0,3,27,0,0,0,305500.0,237000.0,401200.0,335200.0,0,0
73,02065400-01,2009,-4.0743094289999995,0.7542173059999999,1.954545455,0.636181792,13,0,0,0,0,0,0,0,1,0,6,6,1,0,0,Cenaiko Lake,Mississippi River - Twin Cities,-93.30035632,45.14036824,13,13,1.0,1.615384615,B,Cenaiko Lake-1,1895,1.022955145,4.733876679,0,0,205500,132000.0,1040.0,1408.0,0,0,1544,0,0,188000.0,133000.0,2504.0,1864.0,48,0
1377,82009200-01,2013,-2.3013517709999998,1.59413502,4.836923077,1.24260737,1,9,3,0,0,0,0,0,0,1,1,11,1,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,13,13,2.153846154,2.0,A,Powers Lake-1,536,0.777350746,4.477752615,0,0,379450,162625.0,2230.5,1039.75,0,0,418,470,0,351681.5,187007.5,,,0,0
1743,82051400-01,2010,-1.72870388,0.52985195,0.622,0.105493549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rest Area Pond,Lower St. Croix River,-92.81688162,44.95345401,0,0,,,D,Rest Area Pond-1,18,5.148888889,7.807210007999999,0,0,328100,1029000.0,0.0,3736.75,0,0,4,6,0,1700000.0,1877750.0,,,0,0
1566,82012600-01,2014,-3.81305445,0.30617004600000003,2.49,0.205603325,3,6,3,0,0,0,0,0,0,0,0,12,0,0,0,Masterman Lake,Lower St. Croix River,-92.90354144,45.07866797,12,12,2.0,2.0,F,Masterman Lake-1,66,6.970606061,3.883081203,0,0,367100,570775.0,1310.0,2960.0,0,0,50,42,0,275000.0,194477.25,,,0,0
806,27018401-01,2009,-2.06999041,0.557573443,0.6083333329999999,0.283578326,0,1,3,2,0,0,0,0,0,0,0,0,3,3,0,Whaletail Lake,South Fork Crow River,-93.72754301,44.93568243,6,6,3.166666667,3.5,F,Whaletail Lake-1,54,6.8762962960000005,9.6968451,0,0,401000,617700.0,1222.0,2191.0,1,0,32,0,0,289000.0,375000.0,5404.0,7200.0,2,0
820,27062700-01,2011,-2.331207794,0.8311827490000001,0.958333333,0.264431924,1,0,0,8,3,0,1,0,0,0,6,4,2,0,0,Northwood Lake,Mississippi River - Twin Cities,-93.39171496,45.02556284,12,12,4.0,1.6666666669999999,D,Northwood Lake-1,1043,0.36060402700000005,1.3524034619999998,0,0,200000,42500.0,1180.0,318.0,0,0,971,0,0,142500.0,128425.0,3086.0,712.0,32,0
561,19019800-01,2013,-2.723247965,0.531295537,0.939285714,0.44642967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Scout Lake,Lower Minnesota River,-93.21534043,44.773007,0,0,,,C,Scout Lake-1,387,0.517131783,1.3549251130000002,0,0,290100,260100.0,2604.0,2294.0,0,0,323,347,8,221500.0,211795.0,3940.0,3428.0,6,0
336,10024900-01,2014,-1.968064909,0.553002411,0.475,0.298861476,0,0,4,6,2,1,0,0,0,0,0,0,5,6,1,Big Woods Lake,Lower Minnesota River,-93.60325306,44.84450411,12,12,3.833333333,3.666666667,F,Big Woods Lake-1,5,25.12,20.70802019,0,0,772800,6210250.0,0.0,2966.0,0,0,0,0,0,,,8444.0,229107.0,0,0
685,27007000-01,2005,-2.746290685,0.522907397,1.4085,0.9969858229999999,11,2,0,0,0,0,0,1,0,0,5,6,1,1,0,Mitchell Lake,Lower Minnesota River,-93.49817264,44.85899641,13,13,1.153846154,1.846153846,C,Mitchell Lake-1,1048,,,0,0,311200,223350.0,0.0,0.0,0,0,944,0,0,216000.0,160265.0,3810.0,2870.5,41,0
22,02000900-01,2011,-2.563273505,0.533770425,0.603,0.21878706,1,5,2,2,0,0,1,0,0,0,1,7,0,1,1,Reshanau Lake,Mississippi River - Twin Cities,-93.09866122,45.15292958,10,10,2.5,2.4,D,Reshanau Lake-1,812,0.8540270940000001,2.474029828,0,0,235400,153600.0,1404.0,1046.0,0,0,634,0,0,286250.0,177000.0,3938.0,2341.0,12,0
655,27004700-01,2009,-4.166169405,0.363072645,3.2,0.477842373,5,7,0,0,0,0,0,0,0,1,3,9,1,0,0,Bush Lake,Lower Minnesota River,-93.38283992,44.83809461,12,13,1.5833333330000001,1.846153846,A,Bush Lake-1,647,0.864727838,3.161252568,0,0,432000,366900.0,0.0,0.0,0,0,483,0,0,340000.0,299000.0,5744.0,3971.0,16,0
375,19002100-01,2010,-2.728623855,0.589302407,0.9807692309999999,0.6805446540000001,3,2,8,0,0,0,0,1,0,0,3,1,4,5,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,13,13,2.384615385,2.8461538460000004,C,Alimagnet Lake-1,513,0.8990335309999999,6.021766714,0,0,241100,102850.0,2428.0,830.5,0,2,463,485,0,193250.0,133900.0,3077.0,1486.0,6,0
1151,82003100-01,2006,-3.3080847510000004,0.621652646,3.592,0.32756424300000003,3,4,0,0,0,0,0,0,1,0,3,4,0,0,0,Terrapin Lake,Lower St. Croix River,-92.82016292,45.18227666,7,7,1.571428571,1.571428571,B,Terrapin Lake-1,33,32.8675,45.76812493,0,0,314400,259400.0,0.0,0.0,2,0,2,0,0,12000.0,0.0,646.0,0.0,0,0
1449,82010700-01,2006,-2.617351696,0.581450415,0.816666667,0.507051723,12,0,1,0,0,0,1,1,0,0,0,9,4,0,0,Sunfish Lake,Lower St. Croix River,-92.89160242,44.99924011,13,13,1.153846154,2.307692308,D,Sunfish Lake-2,161,3.138875,5.5069150989999995,0,0,180000,425450.0,0.0,2310.0,9,0,78,0,0,95000.0,129937.5,1590.0,4285.0,0,0
970,70007400-01,2005,-1.8225318469999998,0.683498886,0.297142857,0.11499482400000001,0,0,0,7,0,0,1,0,0,0,2,3,2,0,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,7,7,4.0,2.0,D,Dean Lake-1,635,1.473795276,9.307908441,0,0,84800,288200.0,894.0,1534.0,2,0,311,0,0,302709.0,103591.0,,,126,0
638,27003501-01,2013,-3.359475295,0.318897869,1.1444444440000001,0.08819171,3,4,2,0,0,0,0,1,0,0,0,6,3,0,0,Sweeney Lake,Mississippi River - Twin Cities,-93.34160616,44.99052075,9,9,1.888888889,2.333333333,C,Sweeney Lake-1,309,0.91197411,1.799292696,0,0,265000,197500.0,1548.0,648.0,0,0,262,0,0,215000.0,196218.75,4921.0,4356.0,22,0
256,10008800-01,2013,-2.782104182,0.39980035399999997,1.292307692,0.638307056,0,4,6,3,0,0,0,1,0,0,0,3,7,3,0,Hydes Lake,Lower Minnesota River,-93.87281084,44.81445097,13,13,2.923076923,3.0,C,Hydes Lake-1,52,11.80653846,19.25686889,1,1,381000,159750.0,1780.0,1364.0,6,0,40,0,0,310000.0,278000.0,3744.0,2188.5,2,0
242,10008400-01,2010,-3.228214204,0.7515075640000001,1.7,0.687246457,0,7,7,0,0,0,0,1,0,0,0,5,8,1,0,Burandt Lake,Lower Minnesota River,-93.80327077,44.84907904,14,14,2.5,2.714285714,C,Burandt Lake-1,421,0.734726841,2.9675223330000002,0,0,269400,112350.0,1908.0,784.0,0,0,0,0,0,213133.0,163250.0,3308.0,1578.0,12,0
1253,82005400-01,2005,-3.00784771,0.450061715,1.869466667,0.780264229,0,2,9,4,0,0,0,1,0,0,0,2,7,6,0,Bone Lake,Lower St. Croix River,-92.86026082,45.28659868,15,15,3.133333333,3.266666667,C,Bone Lake-1,265,4.053649635,19.64201641,0,0,266000,248250.0,0.0,0.0,14,0,265,0,0,124000.0,66875.0,1951.0,2173.0,0,0
406,19002400-01,2008,-2.916528286,0.364425579,1.845833333,1.336667895,0,1,2,9,0,0,0,1,0,0,1,5,5,1,0,Wood Lake,Lower Minnesota River,-93.26586040000001,44.74111827,12,12,3.666666667,2.5,C,Wood Lake-1,763,0.30126984100000004,1.110506824,0,0,168300,52100.0,1460.0,364.0,0,4,642,729,2,149900.0,81000.0,1740.0,672.5,24,0
1111,82002000-01,2009,-2.9784150910000005,0.461794717,2.623428571,0.660673982,0,3,9,2,0,0,0,0,1,0,0,11,3,0,0,McKusick Lake,Lower St. Croix River,-92.8257844,45.060821000000004,14,14,2.928571429,2.214285714,B,McKusick Lake-1,1067,0.473076923,2.089767627,0,0,209000,102400.0,1242.0,575.0,0,1055,0,0,0,171000.0,123500.0,209300.0,102500.0,0,0
1600,82013700-01,2006,-2.847072686,0.655188113,1.298833333,0.5111219779999999,2,10,3,3,0,0,1,1,0,0,1,5,10,2,0,Fish Lake,Mississippi River - Twin Cities,-92.97796745,45.12242547,18,18,2.388888889,2.722222222,D,Fish Lake-2,36,8.242777777999999,6.2881539470000005,0,0,602300,292600.0,2511.0,1365.0,0,0,28,0,0,177775.0,136100.0,4651.0,5620.0,0,0
903,62007200-01,2007,-3.0258085,0.411242289,1.281818182,0.521187455,0,2,1,8,0,0,0,1,0,0,0,5,0,3,3,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,11,11,3.545454546,3.3636363639999995,C,Karth Lake-1,809,,,0,0,303700,204200.0,1870.0,1112.5,0,6,735,775,0,191500.0,151600.0,3430.0,2527.0,24,0
440,19002700-01,2009,-3.5331333369999998,0.304656543,2.273333333,0.794145243,7,8,0,0,0,0,0,0,1,0,1,11,3,0,0,Crystal Lake,Lower Minnesota River,-93.27036573,44.72296805,15,15,1.533333333,2.133333333,B,Crystal Lake-1,1285,0.44273743,0.663682431,0,0,255200,107350.0,2224.0,914.5,0,2,1132,1135,8,208900.0,143250.0,3027.0,1572.0,20,0
1106,82002000-01,2004,-3.448692626,0.35882477700000004,2.7760000000000002,0.887057712,0,5,7,0,0,0,0,0,1,0,2,9,1,0,0,McKusick Lake,Lower St. Croix River,-92.8257844,45.060821000000004,12,12,2.583333333,1.9166666669999999,B,McKusick Lake-1,1083,0.543908257,2.844164942,0,0,192400,104500.0,0.0,0.0,0,0,1083,0,0,110000.0,89357.5,1900.0,1242.0,0,0
81,10000200-01,2008,-3.485688783,0.6053444139999999,1.841666667,0.548482756,0,5,7,0,0,0,0,1,0,0,0,2,7,3,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,12,12,2.583333333,3.083333333,C,Riley Lake-1,71,1.7788732390000002,2.066125117,0,0,487300,547200.0,0.0,0.0,0,0,51,0,0,210200.0,245800.0,7483.0,4604.0,0,0
1042,82001000-01,2006,-3.058233113,0.49495038799999996,2.0,1.1362707029999999,4,1,1,3,0,0,0,1,0,0,2,0,4,4,0,McDonald Lake,Lower St. Croix River,-92.84392332,45.01696278,9,10,2.333333333,3.0,C,McDonald Lake-1,133,3.668030303,1.369954766,0,0,738400,307050.0,3049.0,951.0,1,0,119,0,0,157500.0,391687.5,5144.0,2601.0,2,0
391,19002300-01,2004,-1.742193093,0.517790242,0.485714286,0.40164496899999996,3,0,3,8,0,1,0,0,0,0,2,3,2,3,4,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,14,14,3.142857143,3.285714286,F,Farquar Lake-1,316,0.7356028370000001,1.186193031,0,0,226500,132125.0,2272.0,1220.75,0,2,290,286,0,184000.0,100100.0,2312.5,1519.25,31,0
257,10008800-01,2014,-2.424531244,0.6163014760000001,1.3,0.856348839,1,3,7,2,0,0,0,1,0,0,1,4,6,2,0,Hydes Lake,Lower Minnesota River,-93.87281084,44.81445097,13,13,2.769230769,2.692307692,C,Hydes Lake-1,53,12.21037736,19.26916678,1,1,395400,196200.0,1717.0,1390.0,4,0,40,0,0,310000.0,283500.0,3588.0,1698.0,1,0
1123,82002300-01,2010,-3.670612288,0.22105096600000002,2.366666667,1.0523782590000001,1,3,4,0,1,0,0,0,1,0,1,3,2,2,1,Lily Lake,Lower St. Croix River,-92.82307526,45.04910509,9,9,2.666666667,2.888888889,B,Lily Lake-1,658,0.453161094,0.777828442,0,0,199500,77900.0,1181.0,470.0,0,0,578,548,0,174000.0,124150.0,,,26,0
1233,82005202-01,2005,-2.226130905,0.270156525,1.0342857140000001,0.521742853,0,1,1,11,1,0,1,0,0,0,0,5,3,4,2,Jellums Lake,Lower St. Croix River,-92.83363926,45.22653925,14,14,3.857142857,3.214285714,D,Jellums Lake-1,31,12.325,16.13589456,0,0,265400,176900.0,0.0,0.0,2,0,31,0,0,118900.0,0.0,2072.0,2171.0,0,0
1362,82009002-01,2009,-2.66577706,0.267116266,1.4272727269999999,0.436098404,0,7,4,0,0,0,0,1,0,0,0,4,6,1,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.363636364,2.727272727,C,Wilmes Lake-1,600,0.558879599,1.68786493,0,0,329100,90075.0,2260.0,594.5,0,600,0,0,0,374950.0,84900.0,329100.0,90075.0,4,0
1396,82009700-01,2010,-2.330005971,0.45800028600000003,0.6166666670000001,0.132916014,1,3,0,6,0,0,0,1,0,0,1,3,4,2,0,La Lake,Mississippi River - Twin Cities,-92.97139840000001,44.88725237,10,10,3.1,2.7,C,La Lake-1,210,1.9533333330000002,5.891084117999999,0,0,176600,87500.0,1076.0,871.0,0,0,142,188,0,240450.0,88405.0,,,10,0
588,19044600-01,2009,-4.292218503,0.37255824299999996,3.45,1.058845525,14,0,0,0,0,0,0,0,0,1,14,0,0,0,0,Lac Lavon Lake,Lower Minnesota River,-93.24520003,44.72061708,14,14,1.0,1.0,A,Lac Lavon Lake-1,791,0.6153649170000001,3.359553317,0,0,261000,169300.0,2304.0,1104.0,0,0,723,767,0,203500.0,120500.0,3117.0,2085.0,8,0
1356,82008900-01,2014,-2.56628344,0.3898493,0.964333333,0.228926083,0,0,3,9,0,0,1,0,0,0,0,1,11,0,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,12,12,3.75,2.916666667,D,Markgraf Lake-1,1572,0.5638295170000001,1.663195169,0,0,195800,98600.0,1464.0,534.0,0,0,1240,1464,0,169375.0,87416.5,,,0,0
0,02000400-01,2004,-1.86679158,0.584554604,1.1866666670000001,0.7089898920000001,6,3,4,1,0,0,1,0,0,0,4,2,2,6,0,Peltier Lake,Mississippi River - Twin Cities,-93.05836626,45.17785408,14,14,2.0,2.714285714,D,Peltier Lake-1,450,3.4336160710000003,6.3722548670000005,0,0,169026,222384.5,0.0,0.0,4,0,220,0,0,152950.0,113000.0,2750.0,1310.0,34,0
1102,82001900-01,2008,-2.498898405,0.387165169,1.110428571,0.445978272,0,0,0,7,0,0,1,0,0,0,0,0,4,3,0,South Twin Lake,Lower St. Croix River,-92.84708907,45.07817668,7,7,4.0,3.428571429,D,South Twin Lake-1,112,3.825982143,10.27122855,0,0,175000,285650.0,0.0,0.0,2,112,0,0,0,229500.0,228160.0,62200.0,331800.0,3,0
1056,82001100-01,2013,-1.8599642619999999,0.608426961,0.955714286,0.46219971,0,0,4,3,0,0,1,0,0,0,0,2,5,0,0,Bay Pond,Lower St. Croix River,-92.83273741,44.99498587,7,7,3.428571429,2.714285714,D,Bay Pond-1,128,2.54734375,4.855013884,0,0,104200,146100.0,0.0,1619.0,0,0,68,58,0,278950.0,500744.5,,,0,0
151,10001300-01,2012,-2.5006816119999997,0.408138306,1.157142857,0.849175424,6,6,2,0,0,0,1,0,0,0,1,7,5,1,0,Susan Lake,Lower Minnesota River,-93.54157073,44.85197945,14,14,1.714285714,2.4285714290000002,D,Susan Lake-1,478,0.942301255,4.043443555,0,0,308900,208325.0,1931.0,1094.0,2,0,414,0,4,238200.0,161551.0,4490.0,2807.0,12,2
56,02013000-01,2010,-4.088668415,0.28013187,1.2,,4,0,1,1,0,0,0,0,0,0,5,1,0,0,0,Pickerel Lake,Rum River,-93.44717428,45.33765804,6,6,1.8333333330000001,1.166666667,F,Pickerel Lake-1,67,,,0,0,243400,238600.0,1224.0,1776.0,0,0,37,0,0,85000.0,196259.5,2235.0,3572.5,2,0
531,19008200-01,2009,-3.067663707,0.280463733,1.494444444,0.68576802,0,4,0,4,1,0,0,0,1,0,1,4,0,4,0,Lemay Lake,Lower Minnesota River,-93.15743903,44.87293228,9,9,3.222222222,2.777777778,B,Lemay Lake-1,100,2.1090625,3.185808029,0,0,226650,197100.0,1440.0,2096.5,0,0,53,55,0,183500.0,291600.0,2307.0,1146.25,2,0
387,19002200-01,2011,-2.8656567410000005,0.946300336,1.73705,1.007472585,8,24,26,15,4,1,1,1,3,0,2,51,17,3,5,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.755920200000006,77,78,2.7792207789999996,2.461538462,B,Long Lake-1,462,0.7837229440000001,1.34160295,0,0,238450,66600.0,2342.5,987.75,0,0,428,0,0,235000.0,162500.0,3086.0,852.0,7,0
7,02000500-01,2007,-1.845520269,0.7145488609999999,0.53,0.339705755,0,0,0,8,0,1,0,0,0,0,0,2,1,4,1,George Watch Lake,Mississippi River - Twin Cities,-93.08905468,45.17640481,8,8,4.0,3.5,F,George Watch Lake-1,50,16.6704,13.71266433,0,0,183800,165225.0,0.0,0.0,0,0,2,0,0,,,505.0,2543.0,0,0
1490,82011301-01,2009,-1.9837856569999999,0.83823827,0.593285714,0.66543858,0,2,7,22,4,3,0,1,0,0,0,3,14,18,0,Goose Lake,Lower St. Croix River,-92.91197724,44.96377696,35,35,3.8,3.428571429,F,Goose Lake-2,79,2.08974359,2.663208189,0,0,243200,463600.0,0.0,2925.0,0,78,0,0,0,370750.0,328250.0,243200.0,511600.0,0,0
1010,82000200-01,2007,-3.1425797510000004,0.413793342,0.5708333329999999,0.178959535,0,0,0,0,0,0,0,1,0,0,3,1,8,0,0,O'Connors Lake,Lower St. Croix River,-92.78863940000001,44.83029434,0,12,,2.416666667,C,O'Connors Lake-1,9,,,0,0,438000,462650.0,0.0,0.0,7,9,0,0,0,300000.0,0.0,,,0,0
973,70007400-01,2008,-2.176668667,0.932169508,1.9269999999999998,1.020272839,4,3,0,3,0,0,1,0,0,0,1,3,3,0,2,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,10,9,2.2,2.888888889,D,Dean Lake-1,645,1.398015504,8.606673207,0,0,265400,159300.0,1008.0,719.5,2,0,467,0,0,289622.0,104548.0,,,32,0
1146,82002800-01,2009,,,2.590714286,0.21566773399999997,2,3,2,0,0,0,0,0,0,0,2,5,0,0,0,Staples Lake,Lower St. Croix River,-92.8547918,45.18394056,7,7,2.0,1.714285714,F,Staples Lake-1,35,8.272727273,6.222723114,0,0,377900,107200.0,1204.0,424.0,0,33,0,0,0,180000.0,98000.0,330800.0,97400.0,0,0
1212,82004600-01,2005,-4.409373475,0.218726284,5.3776428570000006,1.034306427,11,3,0,0,0,0,0,0,0,1,3,11,0,0,0,Square Lake,Lower St. Croix River,-92.80441146,45.156746999999996,14,14,1.214285714,1.785714286,A,Square Lake-1,39,20.45052632,57.57504122,0,0,410900,494900.0,0.0,0.0,1,0,39,0,0,166000.0,49000.0,2151.0,2624.5,0,0
640,27004201-01,2004,-1.960076491,0.510410365,0.69,0.465610463,2,5,6,15,0,1,1,0,0,0,2,11,8,7,0,Twin Lake,Mississippi River - Twin Cities,-93.33618999,45.05077632,28,28,3.214285714,2.714285714,F,Twin Lake-1,1253,,,0,0,160400,37100.0,0.0,0.0,0,0,1156,0,0,102000.0,74500.0,2039.0,658.75,60,0
1682,82030800-01,2011,-2.482052931,0.377396891,0.522857143,0.148852756,0,0,0,6,1,0,1,0,0,0,1,2,4,0,0,Brick Pond,Lower St. Croix River,-92.81843998,45.04299815,7,7,4.1428571430000005,2.4285714290000002,D,Brick Pond-1,262,0.8526717559999999,1.879733748,0,0,236800,72800.0,1380.0,1670.0,0,0,178,186,0,200000.0,106975.0,,,2,0
650,27004201-01,2014,-3.43296426,0.97727526,2.020153846,1.4837299830000001,14,4,11,35,0,0,2,0,0,2,11,28,18,6,2,Twin Lake,Mississippi River - Twin Cities,-93.33618999,45.05077632,64,65,3.046875,2.384615385,D,Twin Lake-1,1255,0.334039841,0.53523804,0,0,126000,35000.0,1137.0,344.0,0,0,1051,0,0,119990.0,85400.0,2286.0,958.5,52,0
